dependent,dependency
VectorSpaceOpt.lagrange_duality,VectorSpaceOpt_lagrangian
VectorSpaceOpt.lagrange_duality,VectorSpaceOpt_lagrangeDualValue
BookSixth.hadamard_equality,BookSixth
modularity_semistable_elliptic,r_eq_t_theorem
sgl_provision,sgl_elim_solution
syracuse_descent_fifteen_mod_sixteen,syracuse_descent_residual_fifteen_mod16_mod4096
syracuse_descent_fifteen_mod_sixteen,syracuseStep
syracuse_descent_fifteen_mod_sixteen,syracuse_descent_progressions_fifteen_mod16
Freiman.continuant_denominator_escape,Freiman.continuant_fibonacci
Freiman.continuant_denominator_escape,Freiman_continuants
Freiman.continuant_denominator_escape,Freiman.fibonacci_escape
collatz_descent_seven_mod_thirtytwo,collatz_descent_of_syracuse_descent
collatz_descent_seven_mod_thirtytwo,syracuse_descent_seven_mod_thirtytwo
collatz_descent_seven_mod_thirtytwo,collatzStepMap
Zeta23.RvM.norm_riemannZeta_le_of_re_pos,Zeta23_FromPNTPlus_Rectangle
Zeta23.RvM.norm_riemannZeta_le_of_re_pos,Zeta23_FromPNTPlus_ZetaBounds
Zeta23.RvM.norm_riemannZeta_le_of_re_pos,Zeta23_ZetaBnd_aux1b
Zeta23.RvM.norm_riemannZeta_le_of_re_pos,Zeta23_FromPNTPlus_Fourier
Zeta23.RvM.norm_riemannZeta_le_of_re_pos,Zeta23_Zeta0EqZeta
Zeta23.RvM.norm_riemannZeta_le_of_re_pos,Zeta23_FromPNTPlus_EulerMaclaurin
Zeta23.RvM.norm_riemannZeta_le_of_re_pos,Zeta23_FromPNTPlus_ResidueCalcOnRectangles
collatz_descent_three_mod_four,collatz_descent_three_mod_sixteen
collatz_descent_three_mod_four,collatz_descent_eleven_mod_thirtytwo
collatz_descent_three_mod_four,collatz_descent_twentyseven_mod_thirtytwo
collatz_descent_three_mod_four,collatz_descent_fifteen_mod_sixteen
collatz_descent_three_mod_four,collatz_descent_twentythree_mod_thirtytwo
collatz_descent_three_mod_four,collatz_descent_seven_mod_thirtytwo
collatz_descent_three_mod_four,collatzStepMap
BanditAlgorithm.partial_monitoring_no_neighbours_has_universally_optimal_action,BanditAlgorithm.partial_monitoring_pareto_monotone_neighbour_paths
BanditAlgorithm.partial_monitoring_no_neighbours_has_universally_optimal_action,PartialMonitoringGame
Erdos9796Counting_Cap_Partition,Erdos9796Counting_Adapter
Erdos788.erdos788,Erdos788.quantitativeMainTheorem_implies_hasExponentOneHalf
Erdos788.erdos788,Erdos788.quantitative_upper_bound
Erdos788.erdos788,erdos788_problem
Erdos788.erdos788,Erdos788.explicit_universal_lower_bound
CollapsibleCubics.cubic_collapsible_of_normForm_repr,CollapsibleCubics_basic
Devaney.sarkovskii_odd_mul_pow_two,Devaney_sarkovskii
MarkovChainCLT.rhoMixingCoef_le_two_mul_sqrt_phiMixingCoef,MixingCoefficients
MarkovChainCLT.rhoMixingCoef_le_two_mul_sqrt_phiMixingCoef,MarkovChainCLT.abs_covariance_le_two_mul_sqrt_phiMixingCoef
CircleMethod.two_mul_le_sin_pi_mul,CircleMethod_char
mme_kron_self_kronPow_isomorphic,mme_rank_bridge
MarkovMixing.dirichlet_gap,MarkovMixing.spectral_representation
MarkovMixing.dirichlet_gap,mm_spectral
MarkovMixing.dirichlet_gap,MarkovMixing.eigenvalue_basic
Vino_vaughan,Vino_primes
MarkovEntanglement.meanFieldMap_piecewise_affine,markov_entanglement_meanfield
MetricGeometry.eVariationOn_eq_of_localChordLaw,metric_npc_cone
Erdos180.projectiveDirection_nonzero_left,erdos180_core4
RybinAI2026.P01.matrix_integral_inequality,RybinAI2026.P01.crossIntegral_add_logConvex
RybinAI2026.P01.matrix_integral_inequality,RybinAI2026.P01.crossIntegral_triangle_split
RybinAI2026.P01.matrix_integral_inequality,RybinAI2026.P01.crossIntegral_add_double_pair_coefficients
RybinAI2026.P01.matrix_integral_inequality,rybin2026_p01_matrix_integral
RybinAI2026.P01.matrix_integral_inequality,RybinAI2026.P01.crossIntegral_add_l2_coefficients
SpecActions.hits_closed_form,SpecActions_model
KServer.online_cost_compactness,KServer.exists_lazy_algorithm
KServer.online_cost_compactness,KServer_model
I4Bound,MediumPNT_defs
I4Bound,EulerMaclaurin_defs
I4Bound,MellinOfSmooth1b
I4Bound,Fourier_defs
BanditAlgorithm.gaussian_ts_suboptimal_pull_count_eventual_lower,BanditAlgorithm.bandit_divergence_decomposition
BanditAlgorithm.gaussian_ts_suboptimal_pull_count_eventual_lower,BanditAlgorithm.gaussian_relative_entropy_formula
BanditAlgorithm.gaussian_ts_suboptimal_pull_count_eventual_lower,ThompsonSampling
BanditAlgorithm.gaussian_ts_suboptimal_pull_count_eventual_lower,BanditAlgorithm.gaussian_ts_suboptimal_pull_count_bound
BanditAlgorithm.gaussian_ts_suboptimal_pull_count_eventual_lower,BanditAlgorithm.bretagnolle_huber_inequality
BanditAlgorithm.gaussian_ts_suboptimal_pull_count_eventual_lower,GaussianBandit
Freiman.form_unimodular_minimum,Freiman.form_transform_value
Freiman.form_unimodular_minimum,Freiman_reducedForms
Freiman.form_unimodular_minimum,Freiman.form_unimodular_lattice_bijection
mme_dwz_square_table2_numeric_23747,mme_dwz_square_retained_log_rate_gt_157133
mme_dwz_square_table2_numeric_23747,mme_dwz_square_data
mme_dwz_square_table2_numeric_23747,mme_dwz_square_component_log_rate_23747_gt_442868
Hatcher.loop_homotopic_prod_of_cover,Hatcher_VanKampen
MarkovEntanglement.rmab_multi_step_concentration,markov_entanglement_meanfield
HarmonicBuilding.constantOnCircleImpliesConstantOnBall,frame_2026_harmonic_building_interfaces
BunkbedAux.bbProb_biUnion_disjoint,BunkbedPercolation
mme_integer_regional_entropy_copy_bound,mme_entropy_retention_lower_bound
mme_integer_regional_entropy_copy_bound,mme_regional_entropy_copy_bound
mme_integer_regional_entropy_copy_bound,mme_integer_regional_common_scale_entropy_bound
mme_integer_regional_entropy_copy_bound,mme_regional_target_entropy_bounds
Vino.psi_le,Vino_primes
CappedBaseStock_Window,CappedBaseStock_Model
Freiman.maximal_hall_ray,Freiman_cF
Freiman.maximal_hall_ray,Freiman_lagrangeSpectrum
Freiman.maximal_hall_ray,Freiman.upper_ray
Freiman.maximal_hall_ray,Freiman.constant_order
Freiman.maximal_hall_ray,Freiman.lower_interval
Freiman.maximal_hall_ray,Freiman.exact_gap
Freiman.maximal_hall_ray,Freiman_markovSpectrum
Freiman.maximal_hall_ray,Freiman.middle_interval
Freiman.maximal_hall_ray,Freiman.lagrange_subset_markov
Erdos180.jQuotient_mem_proposedFamily,erdos180_core4
Erdos180.jQuotient_mem_proposedFamily,Erdos180.proposedFamily_mem_iff
LogDerivZetaHolcLargeT,Rectangle_defs
LogDerivZetaHolcLargeT,ZetaBounds_defs
LogDerivZetaHolcLargeT,EulerMaclaurin_defs
LogDerivZetaHolcLargeT,ZetaLowerBnd
LogDerivZetaHolcLargeT,ZetaNoZerosInBox
LogDerivZetaHolcLargeT,Fourier_defs
LogDerivZetaHolcLargeT,LogDerivZetaHoloOn
LogDerivZetaHolcLargeT,ResidueCalcOnRectangles_defs
BanditAlgorithm.exists_policy_optimal_allocation_with_integrable_settling_time_of_two_le,BanditAlgorithm.exists_isOptimalAllocation_gaussian
BanditAlgorithm.exists_policy_optimal_allocation_with_integrable_settling_time_of_two_le,BanditAlgorithm.banditTrajMeasure_joint_eq_compProd
BanditAlgorithm.exists_policy_optimal_allocation_with_integrable_settling_time_of_two_le,TrackAndStop
BanditAlgorithm.exists_policy_optimal_allocation_with_integrable_settling_time_of_two_le,GaussianBandit
BanditAlgorithm.exists_policy_optimal_allocation_with_integrable_settling_time_of_two_le,BanditAlgorithm.alloc_settling_of_tracking_and_target_accuracy
BanditAlgorithm.exists_policy_optimal_allocation_with_integrable_settling_time_of_two_le,BanditAlgorithm.settling_of_allocation_half_and_forced_exploration
MarkovMixing.cheeger_upper,MarkovMixing.dirichlet_gap
MarkovMixing.cheeger_upper,mm_lower
MarkovMixing.cheeger_upper,mm_spectral
Freiman.gap_forcing_checks_4,Freiman_gapCertificateData
LinearOptimization.ellipsoid_update_halfspace_volume,LinearOptimization.ellipsoid_update_matrix_posDef
LinearOptimization.ellipsoid_update_halfspace_volume,LinearOptimization.ellipsoid_update_volume_lt
LinearOptimization.ellipsoid_update_halfspace_volume,LinearOptimization.ellipsoid_update_halfspace_subset
LinearOptimization.ellipsoid_update_halfspace_volume,LinearOptimization_EllipsoidMethod
OPG37364.opg_negative_corollary,opg37364_matching_cuts
OPG37364.opg_negative_corollary,OPG37364.immune_high_girth_graphs
Hairer.reconstruction_uniqueness,Hairer.testFunction_decomposition_scaledTest
Hairer.reconstruction_uniqueness,Hairer_Model
ShiShallow.runLayered_eq_mulVec,ShiShallow_Circuit
ShiShallow.runLayered_eq_mulVec,ShiShallow_Operator
ShiShallow.runLayered_eq_mulVec,ShiShallow.runLayer_eq_mulVec
BunkbedFalse.explicit_counterexample,BunkbedHypergraph
BunkbedFalse.explicit_counterexample,BunkbedFalse.sub_probability_transfer
BunkbedFalse.explicit_counterexample,BunkbedAux.probOf_mem_unitInterval
BunkbedFalse.explicit_counterexample,BunkbedAux.sum_weight_eq_one
BunkbedFalse.explicit_counterexample,BunkbedAux.partition_sum_eq_total
BunkbedFalse.explicit_counterexample,BunkbedFalse.gadget_eq1_at_half
BunkbedFalse.explicit_counterexample,BunkbedFalse.robust_hyperedge
BunkbedFalse.explicit_counterexample,BunkbedFalse.sub_invariants
BunkbedFalse.explicit_counterexample,BunkbedFalse.simulation
momentAngle_exists_neighborly_twoComplex_subcomplex_blocks,frame_2026_moment_angle_interfaces
momentAngle_exists_neighborly_twoComplex_subcomplex_blocks,MomentAngleSurgery.exists_neighborly_twoComplex_cokernel
momentAngle_exists_neighborly_twoComplex_subcomplex_blocks,MomentAngleSurgery.cokernel_equiv_blocks
BanditAlgorithm.partial_monitoring_nonlocal_edge_direction,PartialMonitoringGame
PachDeZeeuw.Algebraic.normalized_factor_degree_le,PdzPrelim
GameSetMatch.strictWinProb_mono,GameSetMatchInternal
sgl_amplification_counting,sipser_gacs_lautemann
sgl_amplification_counting,sgl_verifier_constructions
least_squares_certificate_normal_bound_from_neumann_term_bounds,matrix_completion_neumann
BanditAlgorithm.exists_policy_tracking_chosen_allocation,BanditAlgorithm.exists_policy_tracking_optimal_allocation
BanditAlgorithm.exists_policy_tracking_chosen_allocation,BanditAlgorithm.gaussian_optimal_allocation_unique
BanditAlgorithm.exists_policy_tracking_chosen_allocation,TrackAndStop
BanditAlgorithm.exists_policy_tracking_chosen_allocation,GaussianBandit
HefferonLinAlg.jordanBlock_count_from_kernel_dims,HefferonLinAlg_jordan
CirclePackingConstants.r_n_eq_of_sharp_unit_square_separation,CirclePackingConstants
MarkovChainCLT.exists_lag_tvDist_le_of_uniformlyErgodic,MarkovChainPathMeasure
MarkovChainCLT.exists_lag_tvDist_le_of_uniformlyErgodic,MarkovErgodicity
Devaney.quadratic_dense_per,Devaney_sigma2
Devaney.quadratic_dense_per,Devaney_conjugacy
Devaney.quadratic_dense_per,Devaney_chaos
Devaney.quadratic_dense_per,Devaney_quadratic
klucbFeasibilityFailureCount,banditHistoryPrefix
klucbFeasibilityFailureCount,klucbTruncatedRelativeEntropy
CircleMethod.farey_cover_coprime,CircleMethod_genfun
WeakGoldbach.even_goldbach_above_4e18,WeakGoldbach.symmetric_prime_pair_above_2e18
BrinSquier.commutator_id_near_common_fixed,BrinSquier
Erdos183.paletteLogWidth_two_le,erdos183_core
realDiff_of_complexDiff,MediumPNT_defs
realDiff_of_complexDiff,EulerMaclaurin_defs
realDiff_of_complexDiff,Fourier_defs
DiazModulus.diaz_of_exp_ne_one,DiazModulus
DiazModulus.diaz_of_exp_ne_one,DiazModulus.diaz_of_exp_real_pure_imaginary
DiazModulus.diaz_of_exp_ne_one,DiazModulus.diaz_of_exp_real_generic
DiazModulus.diaz_of_exp_ne_one,DiazModulus.candidate_exp_angularTriple_transcendental
mm_transport,mm_mixing
mm_transport,mm_coupling
mm_transport,mm_mcmc
BanditAlgorithm.klucb_selected_overshoot_count_bound,BanditAlgorithm.klucb_index_threshold_feasible
BanditAlgorithm.klucb_selected_overshoot_count_bound,BanditAlgorithm.bernoulliBandit_isSubgaussian_half
BanditAlgorithm.klucb_selected_overshoot_count_bound,klucbFailureCount
BanditAlgorithm.klucb_selected_overshoot_count_bound,klucbFeasibilityFailureCount
BanditAlgorithm.klucb_selected_overshoot_count_bound,BanditAlgorithm.bernoulliRelativeEntropy_antitone_fst
BanditAlgorithm.klucb_selected_overshoot_count_bound,BanditAlgorithm.bandit_adaptive_stopped_centered_sum_tail_half
BanditAlgorithm.klucb_selected_overshoot_count_bound,BanditAlgorithm.bernoulli_relative_entropy_pinsker
bernoulli_tangent_sampling_concentration_formula_bound_dense,matrix_completion_tangent
TaoFivePrimes.minor_arc_L2_full_circle_8001,TaoFivePrimes.mesoscopic_L2_source
TaoFivePrimes.minor_arc_L2_full_circle_8001,TaoFivePrimes_ArcSplit
VectorSpaceOpt.needle_variation_cost_limit,VectorSpaceOpt_optimal_control
Leopoldt.leopoldt_totallyReal,Leopoldt.leopoldt_totallyReal_galois
Leopoldt.leopoldt_totallyReal,LeopoldtDefect
Leopoldt.leopoldt_totallyReal,Leopoldt.defect_pos_of_defect_pos
Leopoldt.leopoldt_totallyReal,NumberField.isTotallyReal_normalClosure
GameSetMatch.winLossAdv_eq_bernstein,GameSetMatch.winLossAdv_one_eq_majorityAdv
GameSetMatch.winLossAdv_eq_bernstein,GameSetMatchInternal
diophantine_quintuple_fujita_regular,diophantine_descent
Esquisse.galois_action_faithful_on_belyi_polynomials,esquisse_dessins_basic
Freiman_reducedForms,Freiman_symbolicMarkovSpectrum
Freiman_reducedForms,Freiman_continuants
Freiman_reducedForms,Freiman_markovSpectrum
SymplecticFreeModules.exceptionalFiniteLength,frame_2026_symplectic_free_modules_interfaces
SymplecticFreeModules.exceptionalFiniteLength,SymplecticFreeModules.compositionSeries_of_noetherian_artinian
SymplecticFreeModules.exceptionalFiniteLength,SymplecticFreeModules.exceptionalArtinian
SymplecticFreeModules.exceptionalFiniteLength,SymplecticFreeModules.noetherian_of_nilradical_free
SymplecticFreeModules.exceptionalFiniteLength,SymplecticFreeModules.jordanHolder_for_lieRepresentations
TaoFivePrimes.S1_major_arc_L2_mass_626,TaoFivePrimes.S1_major_arc_L2_mass_corollary49_raw
TaoFivePrimes.S1_major_arc_L2_mass_626,TaoFivePrimes.S1_major_arc_L2_mass_corollary49_limit
TaoFivePrimes.S1_major_arc_L2_mass_626,TaoFivePrimes_ArcSplit
Freiman.avoid_shift,Freiman_wordRealization
mme_schonhage_pan_degenerates_of_order_twelve,mme_schonhage_pan_certificate
mme_schonhage_pan_degenerates_of_order_twelve,mme_schonhage_pan_Phi_coeff_twelve_eq
mme_schonhage_pan_degenerates_of_order_twelve,mme_schonhage_pan_Phi_coeff_low_zero
mme_schonhage_pan_degenerates_of_order_twelve,mme_tensor_rank
mme_schonhage_pan_degenerates_of_order_twelve,mme_degeneration
BanditAlgorithm.bandit_adaptive_stopped_centered_sum_tail,ucbStoppedCenteredSum
Hirsch.relaxation_exit_vertex,Hirsch_model
mme_tau_value_le_of_asymptoticRank_le,mme_asymptotic_sum_inequality_sharp
mme_tau_value_le_of_asymptoticRank_le,mme_le_of_frequently_pow_half_le
mme_tau_value_le_of_asymptoticRank_le,mme_tau_value
mme_tau_value_le_of_asymptoticRank_le,mme_tensorAsymptoticRank_mono_restrict
mme_tau_value_le_of_asymptoticRank_le,mme_tensorAsymptoticRank_kronPow_eq_of_two_le_of_pos
mme_tau_value_le_of_asymptoticRank_le,mme_omega_strassen
Kawahira.riemann_hypothesis_iff_nu_zeta,Kawahira.fixed_point_off_strip_repelling
Kawahira.riemann_hypothesis_iff_nu_zeta,Kawahira.nontrivial_zero_mem_strip
Kawahira.riemann_hypothesis_iff_nu_zeta,Kawahira.norm_one_sub_inv
Kawahira.riemann_hypothesis_iff_nu_zeta,Kawahira.nu_at_zero_of_order
Kawahira.riemann_hypothesis_iff_nu_zeta,Kawahira.riemannZeta_analyticOrderAt_ne_top
Kawahira.riemann_hypothesis_iff_nu_zeta,Kawahira_zeta
Kawahira.riemann_hypothesis_iff_nu_zeta,Kawahira.indifferent_in_strip_implies_rh_and_simplicity
Freiman.lower_secondary_I6,Freiman_lowerCertificates
eulerMascheroni_formalESystem,eulerMascheroni_mixedCoefficients
BanditAlgorithm.bandit_high_probability_lower_bound_at_gap,BanditAlgorithm.bandit_divergence_decomposition
BanditAlgorithm.bandit_high_probability_lower_bound_at_gap,BanditAlgorithm.gaussian_relative_entropy_formula
BanditAlgorithm.bandit_high_probability_lower_bound_at_gap,banditRegret
BanditAlgorithm.bandit_high_probability_lower_bound_at_gap,BanditAlgorithm.bandit_regret_decomposition
BanditAlgorithm.bandit_high_probability_lower_bound_at_gap,BanditAlgorithm.bretagnolle_huber_inequality
BanditAlgorithm.bandit_high_probability_lower_bound_at_gap,GaussianBandit
ExcursionCoupling.Fsigma_tendsto_zero,excursion_coupling
HairerSPDE.cameron_martin,HairerSPDE.map_add_exists_pos_withDensity_of_finite_norm
HairerSPDE.cameron_martin,HairerSPDE_CameronMartin
HairerSPDE.cameron_martin,HairerSPDE.cameronMartinNorm_ne_top_iff_forall_submodule
WeakGoldbach.prime_in_4e18_window_to_8875e30,WeakGoldbach.prime_in_4e18_window_below_4e18
WeakGoldbach.prime_in_4e18_window_to_8875e30,WeakGoldbach.prime_in_4e18_window_from_4e18_to_8875e30
Hirsch.diamLE_of_nonzero_rows,Hirsch_model
Davenport.siegel_zero,Davenport.deriv_LFunction_bound
Davenport.siegel_zero,Davenport.siegel
Davenport.siegel_zero,Davenport_siegelWalfisz
mme_tensor_family_direct_sum_restrict_of_mixed_maps,mme_induced_word_zeroing
MarkovMixing.ising_complete_graph_fast,MarkovMixing.ising_high_temperature
MarkovMixing.ising_complete_graph_fast,mm_ising
SymplecticFreeModules.exceptionalArtinian,frame_2026_symplectic_free_modules_interfaces
SymplecticFreeModules.exceptionalArtinian,SymplecticFreeModules.exceptional_artinian_chain_stabilizes
KerrBL.chrKerr_all,KerrBL.pdgKerr_all
KerrBL.chrKerr_all,KerrBL_Kerr_ClosedForms
mme_CW_q6_primary_hash_outer_family_cyclic_value_below_quarter_root,mme_CW_q6_primary_capacity_of_outer_middle_fibers
mme_CW_q6_primary_hash_outer_family_cyclic_value_below_quarter_root,mme_CW_q6_primary_hash_Ctensor_outer_middle_certificates
mme_CW_q6_primary_hash_outer_family_cyclic_value_below_quarter_root,mme_CW_q6_primary_profile_capacity_quarter_root
mme_CW_q6_primary_hash_outer_family_cyclic_value_below_quarter_root,mme_CW_coupled_value
mme_CW_q6_primary_hash_outer_family_cyclic_value_below_quarter_root,mme_Ctensor_one_H_one_outer_family_cyclic_value_below
matrix_completion_svd,matrix_completion_basic
KerrBL.hasDerivAt_Sig_th,KerrBL_Kerr_Metric
OpenGA.WidthComparisonTrace.le_extinctionTime,OpenGA.le_width_deadline_across_downward_jumps
OpenGA.WidthComparisonTrace.le_extinctionTime,OpenGA.eventually_width_slope_lt_of_comparison
OpenGA.WidthComparisonTrace.le_extinctionTime,OpenGA.scalar_lower_bound_across_upward_jumps
OpenGA.WidthComparisonTrace.le_extinctionTime,OpenGA_WidthComparisonTrace
OpenGA.WidthComparisonTrace.le_extinctionTime,OpenGA_WidthExtinctionTime
Erdos180.proposedFamily_uniformMemberLower,erdos180_core4
Erdos180.proposedFamily_uniformMemberLower,Erdos180.symplecticQuadrangle_adjacent_to_line
Erdos180.proposedFamily_uniformMemberLower,Erdos180.kQuotient_mem_proposedFamily
Erdos180.proposedFamily_uniformMemberLower,Erdos180.symplecticLineNormalizer_map_left
Erdos180.proposedFamily_uniformMemberLower,Erdos180.symmetricGraphLine_coordinateCenter_common_point_iff
Erdos180.proposedFamily_uniformMemberLower,Erdos180.proposedFamily_even_characteristic_avoidance
Erdos180.proposedFamily_uniformMemberLower,Erdos180.subdivisionLine_centers_injective
Erdos180.proposedFamily_uniformMemberLower,Erdos180.cycleGraph_no_isolated
Erdos180.proposedFamily_uniformMemberLower,Erdos180.coordinateCenterLine_direction_det_ne_zero_of_ne
Erdos180.proposedFamily_uniformMemberLower,Erdos180.symplecticLine_eq_invertible_symmetricGraphLine
Erdos180.proposedFamily_uniformMemberLower,Erdos180.symplecticAutomorphism_incidence_iff
